id_survey,date_of_survey,ticket_system,overall_rating,ease_of_use,likelihood_to_recommend,overall_text,fill_survey,customer_satisfaction,is_satisfied,nps_category,vader_sentiment,transformer_sentiment
T_03928,2024-12-12,Zendesk,5.0,5.0,10.0,"Supervisors in our organization value Zendesk's reporting and analytics capabilities, which allow them to evaluate team performance and the quality of customer service. They can also use call recordings and analytics to improve agent training.IT administrators appreciate Zendesk's scalability and integration capabilities, allowing them to customize the platform to their business needs. They also value the security and access management of the platform. Customers and end users can experience an improvement in the quality of customer service when interacting with companies that use Zendesk. They can receive faster and more accurate answers to their questions.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00643,2024-09-25,Zoho Desk,5.0,5.0,10.0,"The best, my customer care and helpline is now officially always on.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03361,2024-12-02,Jira Service Management,5.0,5.0,8.0,We have been using the software for a long and it helped us in many ways :1. Product development 2. Ticketing System 3. Patch Management,Responded,Satisfied,1.0,Passive,Neutral,Positive
T_01860,2024-10-30,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_00644,2024-09-25,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02181,2024-11-08,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00085,2024-09-03,Jira Service Management,5.0,4.0,8.0,Pros:Jira Service desk is the help desk add on for Jira. It's great because it seamlessly integrates with Jira. If you're on Jira already it's a natural extension.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_03794,2024-12-10,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_00360,2024-09-14,Zendesk,4.0,4.0,8.0,We used Zendesk to receive (technical) support questions by clients and to follow up on these with multiple colleagues.,Responded,Satisfied,1.0,Passive,Positive,Neutral
T_00068,2024-09-03,Freshdesk,5.0,5.0,10.0,"I have been using Freshdesk to solve various business problems, including improving customer support, increasing efficiency in managing customer tickets, and streamlining communication with customers.Since implementing Freshdesk, I have realized several benefits, such as improved response times to customer inquiries, more efficient ticket management, better collaboration among team members, and increased customer satisfaction. The software's automation and reporting features have also helped us identify areas for improvement and make data-driven decisions to enhance our customer support processes.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03978,2024-12-13,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00162,2024-09-07,Zoho Desk,4.0,4.0,8.0,"My overall experience with Zoho Desk, I would say good.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_02328,2024-11-11,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02978,2024-11-24,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_00970,2024-10-06,Freshdesk,4.0,4.0,7.0,"All in all, I would say this application will worth the money if you're in a regular company with normal requirements not complicated customization.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_03887,2024-12-11,Jira Service Management,5.0,5.0,9.0,We are using the Jira from past 5 years and this is very important tool in every release. Help is managing the changes well and creating a release plan.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01021,2024-10-07,Zendesk,5.0,5.0,8.0,"I use Zendesk as an in-house IT helpdesk. Instead of having employees line up at my door needing help, they know there's a resource (Zendesk) they can use to find answers that commonly come up during their work day. It's easy for them to communicate with me and my agents for other issues and for agents to seamlessly transfer tickets and have internal communication on issues.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_00318,2024-09-12,ServiceNow,,,,,Not Responded,Not Satisfied,,,,
T_00334,2024-09-13,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03089,2024-11-27,Zoho Desk,4.0,5.0,8.0,Pros:Integration into CRM platform so agents can access all customer data easilySetup was a breeze and we were up and running in less than a day,Responded,Satisfied,1.0,Passive,Neutral,Positive
T_01406,2024-10-18,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00860,2024-10-02,Jira Service Management,4.0,3.0,7.0,"My experience has been a test and rehearsal since, as mentioned, sometimes I understood certain things but others became a little difficult to understand and it is not because there is no documentation, there is a lot, but very watered down.but little by little and I have been understanding the things that I need.This has made it easier to serve customers very quickly in their incidents, which in other traditional media would take longer and take time.There is also evidence of the ticket in case the client wants to see the follow-up of her case",Responded,Satisfied,1.0,Passive,Negative,Positive
T_01249,2024-10-13,Zendesk,3.0,4.0,3.0,"Pros:You could add as much details to a ticket, however, it is not a good platform for internal communication between teams",Responded,Not Satisfied,0.0,Detractor,Negative,Negative
T_04527,2024-12-24,Freshdesk,4.0,3.0,10.0,Pros:Freshdesk allows you to easily filter incoming queries and allocate them. A vast improvement on having 5 people monitor the same email inbox re-reading all of the emails. It also provides great accountability.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04480,2024-12-23,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02797,2024-11-20,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01340,2024-10-16,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_01654,2024-10-25,Zendesk,4.0,5.0,9.0,"With Zendesk, we centralised our ticket management and enabled a steady inflow of new tasks coming from our clients and managers before they head the development portion of the team.",Responded,Satisfied,1.0,Promoter,Neutral,Positive
T_00466,2024-09-18,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00122,2024-09-05,Freshdesk,4.0,4.0,8.0,"as I said in the pros section, it is so easy to configurate and start working wit it. You can classify the tickets according to many and various parameters that suit your needs and create custom labels for them as well. I use every day and every hour in my job.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_03932,2024-12-12,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01053,2024-10-08,Zoho Desk,5.0,5.0,10.0,"Pros:Is easy to use, really nice interface, the support has been so far so good. And I love the amounts of app you can add to the Help Desk",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03739,2024-12-09,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02222,2024-11-08,ServiceNow,,,,,Not Responded,Not Satisfied,,,,
T_01413,2024-10-18,Freshdesk,4.0,4.0,8.0,"So far, Freshdesk has given us the best bang for our buck! And, they continue to make it better.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_00762,2024-09-29,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04163,2024-12-16,Jira Service Management,5.0,4.0,8.0,"it was pretty good software and follows industry standards, we hosted iton our own server.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04309,2024-12-20,Zoho Desk,5.0,5.0,8.0,"Pros:The basic view, the volume of incoming tickets it supports, the fact that it does not have problems/bugs/downtime.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_02433,2024-11-13,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00750,2024-09-29,Zoho Desk,4.0,5.0,10.0,"Simplified and indepth solution for team handling, performance monitoring, business management, account management, training, website management rather I would say its an universal business tool for business - customer service and service management",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01470,2024-10-20,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03715,2024-12-09,Zoho Desk,5.0,5.0,10.0,Pros:Transfers are smooth and audio is very clear,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02967,2024-11-24,Zoho Desk,5.0,5.0,10.0,my entire support function is robust and responsive now.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03950,2024-12-12,Jira Service Management,5.0,4.0,9.0,Its has been a one stop flow of service and easy to use once it hands on.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04400,2024-12-21,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04455,2024-12-22,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03077,2024-11-26,Jira Service Management,5.0,4.0,9.0,"We needed a way to take in user issues and then sort them into the teams that need to handle them. Service desk provides a great interface for our current issue tracking system, so it was a no-brainer.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03921,2024-12-12,Freshdesk,5.0,5.0,10.0,"It's our main customer support portal, so it's the key to everything in our business. It goes without saying that a bad customer ticketing system would kill our production, efficiency, and ultimately our sales renewals.",Responded,Satisfied,1.0,Promoter,Positive,Negative
T_01132,2024-10-10,Freshdesk,5.0,5.0,9.0,"A simple, quick and reliable tool to organize tickets in your company.",Responded,Satisfied,1.0,Promoter,Neutral,Positive
T_04439,2024-12-22,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02552,2024-11-15,Zendesk,4.0,4.0,7.0,"Experience is good, but reporting is a must feature across all plans ranging from basic to premium.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_00174,2024-09-07,Freshdesk,4.0,4.0,7.0,"Pros:At some point we had too many mailboxes and too much email to properly track customer emails so we switched to Freshdesk and now we can stay on top of everything. We don't use it as a traditional ticketing system, we run all our email through it but it works. Canned responses are useful, alerts when 2 agents are working on an email at the same time, or if a response has just been sent while you were typing really help to avoid unintended miscommunication and using automations its possible to make up for any missing out of the box features (like snoozing an email).We use it every day. While I have some issues with it, we're basically running our business out of it so I'm pretty happy with it overall.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04631,2024-12-26,Zoho Desk,4.0,4.0,9.0,"This is an useful application that do not require too much configuration to start working with.You do not to have any support email address in your mail server, Zoho desk allows you to create multiple support email accounts to support your customers or endusers.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01635,2024-10-25,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03645,2024-12-07,Jira Service Management,5.0,5.0,10.0,Jira has been a lifesaver. I know that any tickets that I submit will not be accidentally overlooked and I can check-in at anytime to see where we are in the process. I feel confident that our systems team will be able to effectively take care of our requests without the hassle from having to coordinate emails.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04122,2024-12-16,Zoho Desk,4.0,4.0,7.0,"We have used Zoho for our company's customer experience department for several years. We have all around been satisfied with our experience in the past. Most recently, we have had an issue with messages failing to send, and Zoho's customer support has, unfortunately, not been as helpful as we would have hoped with this situation.",Responded,Satisfied,1.0,Passive,Neutral,Negative
T_01694,2024-10-26,Zendesk,5.0,5.0,9.0,"We switched to Zendesk Suite a few months ago, which has been a good decision as the workflow is now more comprehensive and simplified. It's a flexible, powerful and very secure CRM. We can organize and prioritize effectively.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03345,2024-12-02,Zendesk,5.0,5.0,9.0,My overall experience with Zendesk has been very pleasant. I have had many insightful interactions with customers which helps with customer service and the product in the long term.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00923,2024-10-04,Jira Service Management,5.0,4.0,8.0,Pros:I like Jira for its simplicity. These last few months that I started using it at my new job I understand that I had suffered a lot previously. It is easy to manage tickets and incidents as well as knowledge sharing with my colleagues.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_03801,2024-12-10,Freshdesk,4.0,5.0,9.0,"It is one of the very special app that you and your team can use to follow up on business and reports in a distinct way, in addition to that it has wonderful features and controls and protects users wonderfully and we have been using it on a daily basis for more than three years",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04078,2024-12-15,Zoho Desk,5.0,5.0,8.0,"Pros:It's easy to use. It has many different functions, everything you need and more. But still you do not get lost in it's possibilities.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_00001,2024-09-01,Zoho Desk,5.0,5.0,10.0,"Saved money, increased productivity and connected together, different systems we use.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02731,2024-11-19,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_01062,2024-10-08,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_01485,2024-10-20,Zendesk,4.0,5.0,5.0,"If you are a large company, then this is probably the ticketing software for you. I would make sure I had them agree to some kind of SLA with you on any issues or questions you have before signing on the dotted line for this software because otherwise you will have a lot of frustration. The integration and adaptability of the software is awesome.",Responded,Satisfied,1.0,Detractor,Positive,Positive
